timestamp,gate_set,benchmark_mode,num_qubits,total_gates,qc_avg,qc_std,qc_min,qc_max,est_avg,est_std,est_min,est_max,estt_avg,estt_std,estt_min,estt_max
2026-06-07T13:48:11.725710,non_clifford,execution,10,10,0.0013114499979565153,1.2432320514374985e-05,0.0012978999948245473,0.001331600004050415,0.0023640249983145623,5.4485794931603654e-05,0.0023199999995995313,0.002457399998093024,0.003048549997402006,2.7495681459449522e-05,0.0030104999968898483,0.0030813999983365647
2026-06-07T13:48:12.325707,non_clifford,execution,10,16,0.002181624999138876,8.146251644993536e-05,0.0020912000036332756,0.002273799997055903,0.0036063000006834045,7.177468159292206e-05,0.0034879000013461336,0.0036806999996770173,0.0036753250005858717,0.00012265784276779845,0.0035104000053252093,0.0038564999995287508
2026-06-07T13:48:12.979707,non_clifford,execution,10,26,0.0030266249996202532,0.00010891894682735292,0.0029350999975576997,0.0032095999995362945,0.010432349999973667,0.010039813059310242,0.004347700007201638,0.027815499997814186,0.004594374999214779,0.0001561718487521005,0.004324100002122577,0.0046931999968364835
2026-06-07T13:48:13.604708,non_clifford,execution,10,43,0.004984674998922856,0.00022717977863127213,0.004798299996764399,0.005372799998440314,0.006169375001263688,8.923369064759566e-05,0.0060434000042732805,0.006281499998294748,0.005656699997416581,8.779074422402588e-05,0.0055664000028627925,0.005801599996630102
2026-06-07T13:48:14.270710,non_clifford,execution,10,70,0.00704247499925259,0.00011648354768125938,0.006903599998622667,0.007226599998830352,0.008880225001121289,0.00017566128586461372,0.008738299999095034,0.009173500002361834,0.007938525001009111,0.0001717698654451419,0.007736999999906402,0.00820219999877736
2026-06-07T13:48:14.992451,non_clifford,execution,10,113,0.010551149998718756,0.00010691703533533139,0.010450599998875987,0.010717199998907745,0.012935149999975692,0.00041132663555050084,0.012409800001478288,0.013400299998465925,0.011942650000491994,0.0004561066591346841,0.011551600000530016,0.012671799995587207
2026-06-07T13:48:15.797539,non_clifford,execution,10,183,0.017002274997139466,0.00033857724731044156,0.016574399996898137,0.01751489999878686,0.01837859999977809,0.00010695683525252082,0.018246600004204083,0.018544899998232722,0.016730974999518367,0.00042947144683008786,0.016039999994973186,0.017217799999343697
2026-06-07T13:48:16.855500,non_clifford,execution,10,298,0.030089074998613796,0.0003151936397912896,0.02965970000514062,0.030523599998559803,0.029814749997967738,0.001367349886611433,0.028335499999229796,0.03167770000436576,0.026177375002589542,0.00044048230074200705,0.02574330000061309,0.026910300002782606
2026-06-07T13:48:18.078537,non_clifford,execution,10,483,0.044870100002299296,0.000599689747757358,0.04425730000366457,0.04556790000060573,0.04536247499709134,0.00081240893925903,0.044752299996616784,0.04676130000007106,0.04065255000023171,0.00027468606105939263,0.04033250000065891,0.041074000000662636
2026-06-07T13:48:19.710577,non_clifford,execution,10,785,0.06950800000231538,0.0011867243420919172,0.06753320000279928,0.07070070000190753,0.07386572499854083,0.0010688952312152033,0.07276969999657013,0.07543520000035642,0.0642214999988937,0.0005093851620066674,0.06354280000232393,0.06487669999478385
2026-06-07T13:48:22.023618,non_clifford,execution,10,1274,0.1148517500005255,0.0010305318929707526,0.1139781000019866,0.11651680000068154,0.11745012500068697,0.0023739712560256064,0.11562000000412809,0.12147550000372576,0.1035227499978646,0.0011357126925866544,0.1023258999994141,0.10479189999750815
2026-06-07T13:48:25.428686,non_clifford,execution,10,2069,0.19261822500084236,0.0009620607682027958,0.19108820000110427,0.19366830000217305,0.19015487500109884,0.0069141329534615015,0.18476139999984298,0.2019949000023189,0.1630343750002794,0.0017054219424182731,0.16117970000050263,0.16577249999681953
2026-06-07T13:48:30.844047,non_clifford,execution,10,3360,0.326706824997018,0.020366461331583447,0.30167279999295715,0.3556438000014168,0.3314568750010949,0.028547071711645666,0.301353900002141,0.37789889999839943,0.26692587499928777,0.004702645947578377,0.25941400000010617,0.27204080000228714
2026-06-07T13:48:41.204302,non_clifford,execution,10,5456,0.9451878999989276,0.6130738164148761,0.5348157000044012,2.003174699995725,0.5245784500020818,0.012383338186023123,0.5100909000029787,0.5428413000045111,0.5052643499984697,0.056655302567585775,0.44061669999791775,0.5809702999977162
2026-06-07T13:48:54.388656,non_clifford,execution,10,8859,0.7973446000014519,0.010219080737036758,0.7875117000003229,0.8127720000047702,0.8546762749992922,0.06525400754862817,0.8101640999957453,0.9674351000066963,0.7548495000010007,0.0305299297678502,0.7264302999974461,0.8063350000011269
2026-06-07T13:49:15.423105,non_clifford,execution,10,14384,1.3551455999968312,0.047143936813568585,1.2948557999989134,1.426998899994942,1.3283880750004755,0.040810420553540484,1.2851771999994526,1.3920992000057595,1.16298957500112,0.04860439058447073,1.1216245000032359,1.2452135999992606
2026-06-07T13:49:48.235120,non_clifford,execution,10,23357,2.1483400000015536,0.06559624571600763,2.0865300000004936,2.248173799998767,2.1381126750002295,0.01571522477936117,2.1128865999999107,2.1560030999971787,1.8544862500002637,0.020547304887726776,1.8387206999977934,1.8897711000026902
2026-06-07T13:50:46.755498,non_clifford,execution,10,37927,3.676809599999615,0.2953322911940009,3.4413478999995277,4.171634300000733,3.625917900000786,0.33888106818366065,3.393436999998812,4.208423100004438,3.998782200002097,1.6128450482730559,2.969304900005227,6.786681500001578
2026-06-07T13:52:15.838952,non_clifford,execution,10,61585,5.980658249998669,0.29696052282065444,5.710069399996428,6.476853299995128,5.969030849999399,0.41591945832117977,5.593921600004251,6.66330609999568,5.190205049999349,0.29744644157515854,4.8029558999987785,5.556491000003007
2026-06-07T13:54:36.101918,non_clifford,execution,10,100000,9.150687724997624,0.05845901555859959,9.058743299996422,9.205390199997055,9.138025825001023,0.08027879326158417,9.039242699996976,9.24926989999949,8.059253425000861,0.10073401453468381,7.9052138999977615,8.187807499998598
